customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00175,Female,0,No,Yes,67,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),70.82,4765.0,Yes
CUST-00176,Female,0,Yes,No,42,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,42.46,1830.33,No
CUST-00177,Female,1,No,No,12,Yes,No,No,No,No,No,No,Yes,No,One year,Yes,Mailed check,97.82,1220.16,No
CUST-00178,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,52.56,85.55,No
CUST-00179,Female,0,Yes,No,44,Yes,No,No,No,No,No,No internet service,No,No internet service,Two year,No,Mailed check,29.08,1270.97,No
CUST-00180,Female,1,Yes,Yes,17,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),28.66,502.97,No
CUST-00181,Male,1,Yes,No,71,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),81.82,5779.31,No
CUST-00182,Male,0,Yes,No,55,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,99.48,5473.67,No
CUST-00183,Male,1,No,No,72,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,57.33,4128.85,No
CUST-00184,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,94.14,4523.38,No
CUST-00185,Female,0,No,Yes,6,Yes,No,No,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,33.7,184.46,No
CUST-00186,Male,0,No,No,43,No,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),51.52,2194.72,No
CUST-00187,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),109.84,471.57,Yes
CUST-00188,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),38.91,577.61,No
CUST-00189,Male,0,Yes,No,52,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,61.77,3163.73,No
CUST-00190,Female,1,Yes,Yes,61,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),33.96,2043.55,No
CUST-00191,Male,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),73.28,5014.83,No
CUST-00192,Female,0,Yes,Yes,71,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.6,1834.77,No
CUST-00193,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,35.2,1917.32,No
CUST-00194,Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,No,Bank transfer (automatic),37.99,2644.66,No
CUST-00195,Male,0,Yes,No,18,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.95,1170.14,No
CUST-00196,Female,1,Yes,Yes,34,Yes,Yes,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),55.38,1837.2,No
CUST-00197,Male,0,No,No,47,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,77.31,3673.39,No
CUST-00198,Female,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,34.06,827.64,No
CUST-00199,Male,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),34.97,322.0,No
CUST-00200,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.03,1986.93,Yes
CUST-00201,Female,0,No,No,12,Yes,Yes,No,No internet service,No,No,No,No internet service,No internet service,One year,No,Electronic check,66.72,763.67,No
CUST-00202,Female,0,Yes,No,55,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),31.71,1741.76,Yes
CUST-00203,Male,0,No,Yes,34,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,104.18,3534.48,No
CUST-00204,Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),96.95,5668.02,No
CUST-00205,Female,0,Yes,No,67,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.04,3198.03,Yes
CUST-00206,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),26.98,544.17,Yes
CUST-00207,Male,0,No,No,1,Yes,No,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),44.49,35.2,Yes
CUST-00208,Male,0,No,No,4,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),66.69,242.54,Yes
CUST-00209,Male,0,Yes,Yes,41,Yes,Yes,No,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.78,2244.41,No
CUST-00210,Female,1,No,No,1,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),95.06,99.21,Yes
CUST-00211,Female,0,Yes,No,51,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,104.72,5368.31,No
CUST-00212,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),60.86,3886.95,No
CUST-00213,Female,0,No,Yes,2,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),36.0,71.96,No
CUST-00214,Female,1,Yes,No,47,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),54.46,2565.37,No
CUST-00215,Female,0,Yes,Yes,60,Yes,Yes,No,No,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),81.74,4868.88,Yes
CUST-00216,Male,0,No,Yes,53,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),35.07,1894.13,Yes
CUST-00217,Male,0,No,No,40,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),41.3,1675.76,No
CUST-00218,Male,0,No,No,56,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),70.86,3982.11,No
CUST-00219,Female,0,No,No,39,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),19.17,740.67,Yes
CUST-00220,Male,0,No,No,37,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.42,3089.73,Yes
CUST-00221,Female,1,No,No,2,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),41.65,48.37,Yes
CUST-00222,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,101.49,4935.21,No
CUST-00223,Male,0,No,No,33,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.61,2178.01,No
CUST-00224,Male,0,Yes,No,12,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,One year,Yes,Credit card (automatic),43.25,518.99,No
CUST-00225,Female,0,Yes,No,46,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),91.05,4163.37,No
CUST-00226,Female,0,Yes,No,59,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.32,1094.68,Yes
CUST-00227,Male,0,No,Yes,15,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,27.92,434.69,Yes
CUST-00228,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,84.15,2314.89,No
CUST-00229,Male,0,No,No,30,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,71.68,2119.35,No
CUST-00230,Female,0,No,No,69,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),118.59,8177.01,No
CUST-00231,Female,0,Yes,Yes,51,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),18.27,885.24,Yes
CUST-00232,Female,0,No,No,46,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),33.94,1537.74,No
CUST-00233,Female,1,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.69,466.08,No
CUST-00234,Female,1,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.51,2937.87,Yes
CUST-00235,Male,0,No,No,18,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.58,1168.25,No
CUST-00236,Male,1,Yes,Yes,22,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,117.51,2596.84,Yes
CUST-00237,Male,0,No,No,44,Yes,No phone service,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,87.98,3832.25,Yes
CUST-00238,Female,1,Yes,Yes,35,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,23.59,841.13,Yes
CUST-00239,Female,0,No,No,65,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),115.41,7507.72,No
CUST-00240,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,113.14,497.47,Yes
CUST-00241,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),83.82,2271.24,Yes
CUST-00242,Female,0,Yes,Yes,53,Yes,No,No,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),114.85,6067.38,No
CUST-00243,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),68.73,1247.61,No
CUST-00244,Female,0,No,No,63,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Two year,Yes,Mailed check,87.38,5541.62,No
CUST-00245,Male,0,No,No,67,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),72.31,4893.15,No
CUST-00246,Male,0,No,No,12,Yes,No,No,No,Yes,No,Yes,No,No internet service,One year,No,Electronic check,90.88,1051.88,No
CUST-00247,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),29.72,351.58,Yes
CUST-00248,Female,0,No,No,37,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,81.21,2966.53,No
CUST-00249,Male,0,Yes,Yes,71,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,46.2,3293.06,No
CUST-00250,Female,0,No,No,59,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.56,5506.06,Yes
CUST-00251,Female,0,No,No,62,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,91.02,5653.72,No
CUST-00252,Female,0,No,No,4,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,64.97,289.55,No
CUST-00253,Female,0,No,No,43,Yes,No,DSL,No,No,No internet service,No,Yes,No,One year,Yes,Electronic check,52.56,2282.52,No
CUST-00254,Female,0,No,Yes,67,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.33,3260.61,Yes
CUST-00255,Female,0,No,Yes,41,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),89.59,3650.34,Yes
CUST-00256,Male,0,Yes,No,68,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,One year,Yes,Bank transfer (automatic),49.44,3344.65,No
CUST-00257,Female,0,No,No,3,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),76.29,210.08,Yes
CUST-00258,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Two year,Yes,Mailed check,35.46,1115.86,Yes
CUST-00259,Female,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),26.14,1845.94,Yes
CUST-00260,Male,0,No,No,42,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),63.8,2632.63,No
CUST-00261,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),80.65,2504.94,No
CUST-00262,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),28.06,2014.84,No
CUST-00263,Female,0,No,No,26,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.92,1049.66,No
CUST-00264,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,104.81,1608.72,Yes
CUST-00265,Male,0,No,No,18,Yes,No,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),19.42,364.4,No
CUST-00266,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),76.33,111.01,Yes
CUST-00267,Male,0,No,No,67,No,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),26.11,1788.36,No
CUST-00268,Female,0,No,No,38,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),35.08,1352.55,No
CUST-00269,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,80.14,1339.9,No
CUST-00270,Male,0,No,Yes,64,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),93.9,6000.89,No
CUST-00271,Female,0,Yes,Yes,61,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),44.64,2726.08,No
CUST-00272,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,95.95,5781.91,Yes
CUST-00273,Male,0,Yes,Yes,4,Yes,Yes,No,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,80.5,277.69,Yes
CUST-00274,Female,0,Yes,Yes,59,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),110.98,6525.46,No
CUST-00275,Male,1,No,Yes,23,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),83.12,1872.6,No
CUST-00276,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No,One year,No,Bank transfer (automatic),88.61,1812.66,No
CUST-00277,Female,0,No,No,43,Yes,Yes,No,No,No internet service,No,Yes,Yes,Yes,One year,No,Credit card (automatic),86.77,3721.17,Yes
CUST-00278,Male,0,Yes,No,11,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),107.21,1173.11,Yes
CUST-00279,Male,0,Yes,No,16,Yes,Yes,No,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.52,647.7,No
CUST-00280,Male,0,Yes,Yes,40,Yes,Yes,No,No internet service,No,No,Yes,No,No,One year,Yes,Mailed check,100.73,3988.93,Yes
CUST-00281,Female,0,No,Yes,6,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,77.86,450.71,Yes
CUST-00282,Female,0,No,Yes,37,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,60.08,2253.7,No
CUST-00283,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),30.06,754.52,No
CUST-00284,Male,1,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,61.93,1655.54,Yes
CUST-00285,Male,0,No,Yes,15,Yes,Yes,No,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.03,725.26,No
CUST-00286,Female,0,No,Yes,17,Yes,Yes,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),21.48,372.03,No
CUST-00287,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,77.7,2209.3,No
CUST-00288,Male,0,Yes,No,55,Yes,Yes,No,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Electronic check,71.63,3937.58,No
CUST-00289,Female,0,Yes,No,59,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,One year,No,Electronic check,64.86,3790.6,No
CUST-00290,Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),92.19,3919.65,No
CUST-00291,Female,0,Yes,No,27,Yes,No,No,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,93.94,2562.47,No
CUST-00292,Male,0,No,Yes,25,Yes,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),107.89,2693.04,Yes
CUST-00293,Female,0,No,No,57,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),92.39,5218.38,No
CUST-00294,Female,1,Yes,No,30,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,66.92,2054.67,No
CUST-00295,Female,0,No,No,57,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),44.42,2500.39,No
CUST-00296,Male,0,No,No,38,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),65.88,2482.42,No
CUST-00297,Male,0,No,No,8,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.37,604.47,No
CUST-00298,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,57.05,2689.62,No
CUST-00299,Female,0,No,No,27,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),48.72,1364.28,No
CUST-00300,Female,1,No,Yes,39,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),67.91,2672.48,Yes
CUST-00301,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),75.09,4692.41,No
CUST-00302,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,47.38,334.62,No
CUST-00303,Male,0,Yes,No,18,Yes,No,DSL,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,70.33,1253.24,No
CUST-00304,Female,1,No,Yes,15,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),100.54,1550.44,Yes
CUST-00305,Male,0,No,Yes,15,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,26.06,418.37,No
CUST-00306,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,113.6,4074.38,No
CUST-00307,Male,0,No,No,65,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),103.81,6745.12,No
CUST-00308,Female,0,No,Yes,72,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),90.82,6497.26,Yes
CUST-00309,Male,0,Yes,Yes,14,No,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),58.09,815.53,No
CUST-00310,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),54.04,2826.75,No
CUST-00311,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No internet service,One year,No,Electronic check,48.68,985.92,No
CUST-00312,Female,1,Yes,No,50,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,63.49,3209.79,Yes
CUST-00313,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,One year,No,Credit card (automatic),23.85,1526.59,No
CUST-00314,Male,1,Yes,No,45,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),23.92,1050.82,Yes
CUST-00315,Male,0,No,Yes,49,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),75.57,3685.17,No
CUST-00316,Female,0,No,No,52,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.11,5166.18,No
CUST-00317,Male,0,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,Yes,One year,Yes,Mailed check,36.4,2536.26,No
CUST-00318,Male,0,No,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),93.27,1891.95,No
CUST-00319,Male,0,No,No,72,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),117.87,8478.84,No
CUST-00320,Male,0,Yes,No,47,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),85.75,4068.82,No
CUST-00321,Female,0,Yes,No,31,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.27,3452.17,Yes
